Validation_Set,Topics,Alpha,Beta,Coherence
sentimen_tri_pos,6,0.61,0.31,0.4022478175294657
sentimen_tri_pos,6,0.61,0.61,0.4104538265906719
sentimen_tri_pos,6,0.61,0.9099999999999999,0.4066823847729533
sentimen_tri_pos,6,0.61,symmetric,0.4287613830974942
sentimen_tri_pos,6,0.9099999999999999,0.01,0.4016207771172922
sentimen_tri_pos,6,0.9099999999999999,0.31,0.4034971908861292
sentimen_tri_pos,6,0.9099999999999999,0.61,0.4051795571546845
sentimen_tri_pos,6,0.9099999999999999,0.9099999999999999,0.37729664259980206
sentimen_tri_pos,6,0.9099999999999999,symmetric,0.3308038427557323
sentimen_tri_pos,6,symmetric,0.01,0.4149294964189363
sentimen_tri_pos,6,symmetric,0.31,0.38869258747517527
sentimen_tri_pos,6,symmetric,0.61,0.39083935538573367
sentimen_tri_pos,6,symmetric,0.9099999999999999,0.4089191255636411
sentimen_tri_pos,6,symmetric,symmetric,0.3897865320450451
sentimen_tri_pos,6,asymmetric,0.01,0.4116150825376246
sentimen_tri_pos,6,asymmetric,0.31,0.40418085151822786
sentimen_tri_pos,6,asymmetric,0.61,0.3489547264837647
sentimen_tri_pos,6,asymmetric,0.9099999999999999,0.39652936863027094
sentimen_tri_pos,6,asymmetric,symmetric,0.4124004903978049
sentimen_tri_pos,7,0.01,0.01,0.38539936858624513
sentimen_tri_pos,7,0.01,0.31,0.37536415649244115
sentimen_tri_pos,7,0.01,0.61,0.3732556796492899
sentimen_tri_pos,7,0.01,0.9099999999999999,0.3596711367098075
sentimen_tri_pos,7,0.01,symmetric,0.3810339913239704
sentimen_tri_pos,7,0.31,0.01,0.3842692213472234
sentimen_tri_pos,7,0.31,0.31,0.3768355026852953
sentimen_tri_pos,7,0.31,0.61,0.36642392461434214
sentimen_tri_pos,7,0.31,0.9099999999999999,0.3604019515756313
sentimen_tri_pos,7,0.31,symmetric,0.3829439105682351
sentimen_tri_pos,7,0.61,0.01,0.37821439796186357
sentimen_tri_pos,7,0.61,0.31,0.38227527867550687
sentimen_tri_pos,7,0.61,0.61,0.37022364633920263
sentimen_tri_pos,7,0.61,0.9099999999999999,0.36908754035961905
sentimen_tri_pos,7,0.61,symmetric,0.370850361060577
sentimen_tri_pos,7,0.9099999999999999,0.01,0.386610886658752
sentimen_tri_pos,7,0.9099999999999999,0.31,0.3790807483055911
sentimen_tri_pos,7,0.9099999999999999,0.61,0.33041342231255494
sentimen_tri_pos,7,0.9099999999999999,0.9099999999999999,0.3546644545010899
sentimen_tri_pos,7,0.9099999999999999,symmetric,0.38675737290339374
sentimen_tri_pos,7,symmetric,0.01,0.3787566141424392
sentimen_tri_pos,7,symmetric,0.31,0.38415580311121733
sentimen_tri_pos,7,symmetric,0.61,0.38204329693908684
sentimen_tri_pos,7,symmetric,0.9099999999999999,0.36590219735006074
sentimen_tri_pos,7,symmetric,symmetric,0.37972278049002706
sentimen_tri_pos,7,asymmetric,0.01,0.38735169122757596
sentimen_tri_pos,7,asymmetric,0.31,0.39960868943854605
sentimen_tri_pos,7,asymmetric,0.61,0.4162140594085088
sentimen_tri_pos,7,asymmetric,0.9099999999999999,0.3980885538162399
sentimen_tri_pos,7,asymmetric,symmetric,0.38804243280190676
sentimen_tri_pos,8,0.01,0.01,0.3965864164062947
sentimen_tri_pos,8,0.01,0.31,0.3861871232336027
sentimen_tri_pos,8,0.01,0.61,0.3874175685112781
sentimen_tri_pos,8,0.01,0.9099999999999999,0.38874963832625387
sentimen_tri_pos,8,0.01,symmetric,0.40345949583278873
sentimen_tri_pos,8,0.31,0.01,0.37884662431880173
sentimen_tri_pos,8,0.31,0.31,0.35969820474346104
sentimen_tri_pos,8,0.31,0.61,0.376502359008161
sentimen_tri_pos,8,0.31,0.9099999999999999,0.37116468226238114
sentimen_tri_pos,8,0.31,symmetric,0.37170388633787493
sentimen_tri_pos,8,0.61,0.01,0.3824027355097216
sentimen_tri_pos,8,0.61,0.31,0.38654733696832166
sentimen_tri_pos,8,0.61,0.61,0.3736151405611642
sentimen_tri_pos,8,0.61,0.9099999999999999,0.35709241236075173
sentimen_tri_pos,8,0.61,symmetric,0.39616189425285775
sentimen_tri_pos,8,0.9099999999999999,0.01,0.3588009517468935
sentimen_tri_pos,8,0.9099999999999999,0.31,0.3625419025720007
sentimen_tri_pos,8,0.9099999999999999,0.61,0.354217701685551
sentimen_tri_pos,8,0.9099999999999999,0.9099999999999999,0.3534785248648235
sentimen_tri_pos,8,0.9099999999999999,symmetric,0.3697730241023665
sentimen_tri_pos,8,symmetric,0.01,0.37619331708187653
sentimen_tri_pos,8,symmetric,0.31,0.3854924346192189
sentimen_tri_pos,8,symmetric,0.61,0.38554605447576534
sentimen_tri_pos,8,symmetric,0.9099999999999999,0.4065220070946065
sentimen_tri_pos,8,symmetric,symmetric,0.3696022928469564
sentimen_tri_pos,8,asymmetric,0.01,0.39798820319412376
sentimen_tri_pos,8,asymmetric,0.31,0.5184548842330468
sentimen_tri_pos,8,asymmetric,0.61,0.5183038359568826
sentimen_tri_pos,8,asymmetric,0.9099999999999999,0.5332812523237649
sentimen_tri_pos,8,asymmetric,symmetric,0.38682266483346905
sentimen_tri_pos,9,0.01,0.01,0.3641573978371373
sentimen_tri_pos,9,0.01,0.31,0.37726902105897264
sentimen_tri_pos,9,0.01,0.61,0.3630525587106097
sentimen_tri_pos,9,0.01,0.9099999999999999,0.3502308069838869
sentimen_tri_pos,9,0.01,symmetric,0.3643391192379224
sentimen_tri_pos,9,0.31,0.01,0.35818469769384337
sentimen_tri_pos,9,0.31,0.31,0.3742365236440468
sentimen_tri_pos,9,0.31,0.61,0.35843689151986524
sentimen_tri_pos,9,0.31,0.9099999999999999,0.38011148205010536
sentimen_tri_pos,9,0.31,symmetric,0.35049648481109036
sentimen_tri_pos,9,0.61,0.01,0.3733905163863999
sentimen_tri_pos,9,0.61,0.31,0.3779614060250221
sentimen_tri_pos,9,0.61,0.61,0.3572501955287423
sentimen_tri_pos,9,0.61,0.9099999999999999,0.3453824396333563
sentimen_tri_pos,9,0.61,symmetric,0.3772411102199914
sentimen_tri_pos,9,0.9099999999999999,0.01,0.3495935446861357
sentimen_tri_pos,9,0.9099999999999999,0.31,0.3771219161459547
sentimen_tri_pos,9,0.9099999999999999,0.61,0.3735463078715759
sentimen_tri_pos,9,0.9099999999999999,0.9099999999999999,0.3616803728254099
sentimen_tri_pos,9,0.9099999999999999,symmetric,0.3570699608751483
sentimen_tri_pos,9,symmetric,0.01,0.3442259969626402
sentimen_tri_pos,9,symmetric,0.31,0.3317230065808746
sentimen_tri_pos,9,symmetric,0.61,0.338624056311922
sentimen_tri_pos,9,symmetric,0.9099999999999999,0.36881047220443286
sentimen_tri_pos,9,symmetric,symmetric,0.3387940581620978
sentimen_tri_pos,9,asymmetric,0.01,0.39149272753057507
sentimen_tri_pos,9,asymmetric,0.31,0.3923568323787613
sentimen_tri_pos,9,asymmetric,0.61,0.3831521054792236
