Validation_Set,Topics,Alpha,Beta,Coherence
sentimen_tri_neg,6,0.9099999999999999,0.01,0.36479990421456937
sentimen_tri_neg,6,0.9099999999999999,0.31,0.3609259880368982
sentimen_tri_neg,6,0.9099999999999999,0.61,0.3771096052365488
sentimen_tri_neg,6,0.9099999999999999,0.9099999999999999,0.3823894859294155
sentimen_tri_neg,6,0.9099999999999999,symmetric,0.35525242412712815
sentimen_tri_neg,6,symmetric,0.01,0.44132589203776246
sentimen_tri_neg,6,symmetric,0.31,0.4439453091956323
sentimen_tri_neg,6,symmetric,0.61,0.44732240919871374
sentimen_tri_neg,6,symmetric,0.9099999999999999,0.4373631968088316
sentimen_tri_neg,6,symmetric,symmetric,0.4439453091956323
sentimen_tri_neg,6,asymmetric,0.01,0.34851194092474874
sentimen_tri_neg,6,asymmetric,0.31,0.36065237763606023
sentimen_tri_neg,6,asymmetric,0.61,0.35729924102665306
sentimen_tri_neg,6,asymmetric,0.9099999999999999,0.3511273350711579
sentimen_tri_neg,6,asymmetric,symmetric,0.3458650227546898
sentimen_tri_neg,7,0.01,0.01,0.3560685518612659
sentimen_tri_neg,7,0.01,0.31,0.3519010814718325
sentimen_tri_neg,7,0.01,0.61,0.3543090318729571
sentimen_tri_neg,7,0.01,0.9099999999999999,0.345718673574689
sentimen_tri_neg,7,0.01,symmetric,0.3580592116441456
sentimen_tri_neg,7,0.31,0.01,0.32578917916842937
sentimen_tri_neg,7,0.31,0.31,0.32247563911398086
sentimen_tri_neg,7,0.31,0.61,0.3200881094162052
sentimen_tri_neg,7,0.31,0.9099999999999999,0.34443485406893115
sentimen_tri_neg,7,0.31,symmetric,0.3235464140770005
sentimen_tri_neg,7,0.61,0.01,0.32871584049910035
sentimen_tri_neg,7,0.61,0.31,0.3428026502714284
sentimen_tri_neg,7,0.61,0.61,0.3413330953557012
sentimen_tri_neg,7,0.61,0.9099999999999999,0.3524291898297066
sentimen_tri_neg,7,0.61,symmetric,0.3366968979362702
sentimen_tri_neg,7,0.9099999999999999,0.01,0.36969285592331136
sentimen_tri_neg,7,0.9099999999999999,0.31,0.33638879271367855
sentimen_tri_neg,7,0.9099999999999999,0.61,0.3551136824028124
sentimen_tri_neg,7,0.9099999999999999,0.9099999999999999,0.3938450263947932
sentimen_tri_neg,7,0.9099999999999999,symmetric,0.33622181374825366
sentimen_tri_neg,7,symmetric,0.01,0.35994119606800695
sentimen_tri_neg,7,symmetric,0.31,0.3509305399193183
sentimen_tri_neg,7,symmetric,0.61,0.34778536316886155
sentimen_tri_neg,7,symmetric,0.9099999999999999,0.34778536316886155
sentimen_tri_neg,7,symmetric,symmetric,0.35065381902335346
sentimen_tri_neg,7,asymmetric,0.01,0.4145694646154574
sentimen_tri_neg,7,asymmetric,0.31,0.3911444716997929
sentimen_tri_neg,7,asymmetric,0.61,0.38852734083787904
sentimen_tri_neg,7,asymmetric,0.9099999999999999,0.37694566695617715
sentimen_tri_neg,7,asymmetric,symmetric,0.417924921768114
sentimen_tri_neg,8,0.01,0.01,0.4617934958340185
sentimen_tri_neg,8,0.01,0.31,0.4339149025074972
sentimen_tri_neg,8,0.01,0.61,0.4311681053054795
sentimen_tri_neg,8,0.01,0.9099999999999999,0.43652298162511394
sentimen_tri_neg,8,0.01,symmetric,0.4680904221555382
sentimen_tri_neg,8,0.31,0.01,0.4197644671983365
sentimen_tri_neg,8,0.31,0.31,0.43670220360735224
sentimen_tri_neg,8,0.31,0.61,0.43232754835330334
sentimen_tri_neg,8,0.31,0.9099999999999999,0.43406568857281946
sentimen_tri_neg,8,0.31,symmetric,0.43200828514545586
sentimen_tri_neg,8,0.61,0.01,0.37134833863720845
sentimen_tri_neg,8,0.61,0.31,0.3779233223931462
sentimen_tri_neg,8,0.61,0.61,0.3669559825994477
sentimen_tri_neg,8,0.61,0.9099999999999999,0.35438252007519555
sentimen_tri_neg,8,0.61,symmetric,0.38348976069681295
sentimen_tri_neg,8,0.9099999999999999,0.01,0.3713107491269855
sentimen_tri_neg,8,0.9099999999999999,0.31,0.37555848754829046
sentimen_tri_neg,8,0.9099999999999999,0.61,0.37814889130732143
sentimen_tri_neg,8,0.9099999999999999,0.9099999999999999,0.35277626884875235
sentimen_tri_neg,8,0.9099999999999999,symmetric,0.3806592683575756
sentimen_tri_neg,8,symmetric,0.01,0.48250827322609446
sentimen_tri_neg,8,symmetric,0.31,0.4491735521719167
sentimen_tri_neg,8,symmetric,0.61,0.381752299047845
sentimen_tri_neg,8,symmetric,0.9099999999999999,0.3790753957624591
sentimen_tri_neg,8,symmetric,symmetric,0.44898101193216
sentimen_tri_neg,8,asymmetric,0.01,0.36794514797430083
sentimen_tri_neg,8,asymmetric,0.31,0.37850464416526064
sentimen_tri_neg,8,asymmetric,0.61,0.377188514601674
sentimen_tri_neg,8,asymmetric,0.9099999999999999,0.38326182543042187
sentimen_tri_neg,8,asymmetric,symmetric,0.3832171669719452
sentimen_tri_neg,9,0.01,0.01,0.44525796811165186
sentimen_tri_neg,9,0.01,0.31,0.43126843563885114
sentimen_tri_neg,9,0.01,0.61,0.43298097581528366
sentimen_tri_neg,9,0.01,0.9099999999999999,0.43455089691524035
sentimen_tri_neg,9,0.01,symmetric,0.44143673935629846
sentimen_tri_neg,9,0.31,0.01,0.3904582827602467
sentimen_tri_neg,9,0.31,0.31,0.38547717117496205
sentimen_tri_neg,9,0.31,0.61,0.3939909684794063
sentimen_tri_neg,9,0.31,0.9099999999999999,0.4126385320994492
sentimen_tri_neg,9,0.31,symmetric,0.39363405708158195
sentimen_tri_neg,9,0.61,0.01,0.3806923231919469
sentimen_tri_neg,9,0.61,0.31,0.3661078781700113
sentimen_tri_neg,9,0.61,0.61,0.3869432474486659
sentimen_tri_neg,9,0.61,0.9099999999999999,0.38793548341787343
sentimen_tri_neg,9,0.61,symmetric,0.3815957133371744
sentimen_tri_neg,9,0.9099999999999999,0.01,0.42271905607495897
sentimen_tri_neg,9,0.9099999999999999,0.31,0.37806886360574365
sentimen_tri_neg,9,0.9099999999999999,0.61,0.4479397530798088
sentimen_tri_neg,9,0.9099999999999999,0.9099999999999999,0.4632768392933394
sentimen_tri_neg,9,0.9099999999999999,symmetric,0.3925850516504804
sentimen_tri_neg,9,symmetric,0.01,0.44670658255283346
sentimen_tri_neg,9,symmetric,0.31,0.4445307777021501
sentimen_tri_neg,9,symmetric,0.61,0.43616145028822684
sentimen_tri_neg,9,symmetric,0.9099999999999999,0.43616145028822684
sentimen_tri_neg,9,symmetric,symmetric,0.4479321012524088
sentimen_tri_neg,9,asymmetric,0.01,0.4562711717072028
sentimen_tri_neg,9,asymmetric,0.31,0.39613489603315344
sentimen_tri_neg,9,asymmetric,0.61,0.3716020627291721
sentimen_tri_neg,9,asymmetric,0.9099999999999999,0.40090578738515226
sentimen_tri_neg,9,asymmetric,symmetric,0.4570949059098272
sentimen_tri_neg,10,0.01,0.01,0.47543430040358503
sentimen_tri_neg,10,0.01,0.31,0.4249344096007124
sentimen_tri_neg,10,0.01,0.61,0.43681622793816033
sentimen_tri_neg,10,0.01,0.9099999999999999,0.4564167896353376
sentimen_tri_neg,10,0.01,symmetric,0.46903824339201705
sentimen_tri_neg,10,0.31,0.01,0.47366869202849626
sentimen_tri_neg,10,0.31,0.31,0.3911860180524174
sentimen_tri_neg,10,0.31,0.61,0.39634439301102636
sentimen_tri_neg,10,0.31,0.9099999999999999,0.4473586219244513
sentimen_tri_neg,10,0.31,symmetric,0.438217740523364
sentimen_tri_neg,10,0.61,0.01,0.3978231520387706
sentimen_tri_neg,10,0.61,0.31,0.3764535029480572
sentimen_tri_neg,10,0.61,0.61,0.4072360888722895
sentimen_tri_neg,10,0.61,0.9099999999999999,0.4404161063987194
sentimen_tri_neg,10,0.61,symmetric,0.3987466559965357
sentimen_tri_neg,10,0.9099999999999999,0.01,0.4095573152046511
sentimen_tri_neg,10,0.9099999999999999,0.31,0.38332311478585607
sentimen_tri_neg,10,0.9099999999999999,0.61,0.43368161864403393
sentimen_tri_neg,10,0.9099999999999999,0.9099999999999999,0.5750168025714515
sentimen_tri_neg,10,0.9099999999999999,symmetric,0.3916291876946302
sentimen_tri_neg,10,symmetric,0.01,0.48078287476628195
sentimen_tri_neg,10,symmetric,0.31,0.43077320346489484
sentimen_tri_neg,10,symmetric,0.61,0.4263765096381138
sentimen_tri_neg,10,symmetric,0.9099999999999999,0.4256126950801032
sentimen_tri_neg,10,symmetric,symmetric,0.4830990058070309
sentimen_tri_neg,10,asymmetric,0.01,0.5026311838725037
sentimen_tri_neg,10,asymmetric,0.31,0.4508564022837079
sentimen_tri_neg,10,asymmetric,0.61,0.4551329568396584
sentimen_tri_neg,10,asymmetric,0.9099999999999999,0.4621186640159727
sentimen_tri_neg,10,asymmetric,symmetric,0.4582353731622127
